2020-12-01 16:47:26,960,Worker_1: 0
2020-12-01 16:47:26,961,Worker_2: 0
2020-12-01 16:47:26,961,Worker_3: 0
2020-12-01 16:47:30,968,Worker_1: 1
2020-12-01 16:47:30,968,Worker_2: 3
2020-12-01 16:47:30,969,Worker_3: 0
2020-12-01 16:47:30,970,Worker_1: 1
2020-12-01 16:47:30,971,Worker_2: 2
2020-12-01 16:47:30,971,Worker_3: 0
2020-12-01 16:47:30,979,Worker_1: 1
2020-12-01 16:47:30,979,Worker_2: 1
2020-12-01 16:47:30,980,Worker_3: 0
2020-12-01 16:47:30,981,Worker_1: 1
2020-12-01 16:47:30,981,Worker_2: 0
2020-12-01 16:47:30,981,Worker_3: 0
2020-12-01 16:47:31,978,Worker_1: 0
2020-12-01 16:47:31,980,Worker_2: 0
2020-12-01 16:47:31,981,Worker_3: 0
2020-12-01 16:47:33,998,Worker_1: 0
2020-12-01 16:47:33,998,Worker_2: 2
2020-12-01 16:47:33,998,Worker_3: 0
2020-12-01 16:47:35,982,Worker_1: 0
2020-12-01 16:47:35,982,Worker_2: 1
2020-12-01 16:47:35,982,Worker_3: 0
2020-12-01 16:47:36,988,Worker_1: 0
2020-12-01 16:47:36,988,Worker_2: 0
2020-12-01 16:47:36,988,Worker_3: 0
2020-12-01 16:47:39,996,Worker_1: 0
2020-12-01 16:47:39,996,Worker_2: 2
2020-12-01 16:47:39,997,Worker_3: 0
2020-12-01 16:47:40,002,Worker_1: 0
2020-12-01 16:47:40,003,Worker_2: 1
2020-12-01 16:47:40,003,Worker_3: 0
2020-12-01 16:47:42,012,Worker_1: 0
2020-12-01 16:47:42,012,Worker_2: 0
2020-12-01 16:47:42,012,Worker_3: 0
2020-12-01 16:47:44,015,Worker_1: 0
2020-12-01 16:47:44,016,Worker_2: 2
2020-12-01 16:47:44,016,Worker_3: 0
2020-12-01 16:47:44,027,Worker_1: 0
2020-12-01 16:47:44,027,Worker_2: 1
2020-12-01 16:47:44,028,Worker_3: 0
2020-12-01 16:47:47,027,Worker_1: 0
2020-12-01 16:47:47,028,Worker_2: 0
2020-12-01 16:47:47,028,Worker_3: 0
2020-12-01 16:47:49,040,Worker_1: 0
2020-12-01 16:47:49,041,Worker_2: 2
2020-12-01 16:47:49,042,Worker_3: 0
2020-12-01 16:47:49,045,Worker_1: 0
2020-12-01 16:47:49,046,Worker_2: 1
2020-12-01 16:47:49,046,Worker_3: 0
2020-12-01 16:47:50,036,Worker_1: 1
2020-12-01 16:47:50,037,Worker_2: 2
2020-12-01 16:47:50,037,Worker_3: 0
2020-12-01 16:47:51,050,Worker_1: 1
2020-12-01 16:47:51,050,Worker_2: 1
2020-12-01 16:47:51,051,Worker_3: 0
2020-12-01 16:47:52,048,Worker_1: 1
2020-12-01 16:47:52,049,Worker_2: 0
2020-12-01 16:47:52,049,Worker_3: 0
2020-12-01 16:47:54,038,Worker_1: 0
2020-12-01 16:47:54,039,Worker_2: 0
2020-12-01 16:47:54,039,Worker_3: 0
2020-12-01 16:47:57,050,Worker_1: 0
2020-12-01 16:47:57,051,Worker_2: 1
2020-12-01 16:47:57,052,Worker_3: 0
2020-12-01 16:47:58,057,Worker_1: 0
2020-12-01 16:47:58,057,Worker_2: 0
2020-12-01 16:47:58,058,Worker_3: 0
2020-12-01 16:48:00,063,Worker_1: 0
2020-12-01 16:48:00,063,Worker_2: 3
2020-12-01 16:48:00,063,Worker_3: 0
2020-12-01 16:48:01,080,Worker_1: 0
2020-12-01 16:48:01,081,Worker_2: 2
2020-12-01 16:48:01,081,Worker_3: 0
2020-12-01 16:48:03,068,Worker_1: 1
2020-12-01 16:48:03,068,Worker_2: 2
2020-12-01 16:48:03,069,Worker_3: 0
2020-12-01 16:48:03,077,Worker_1: 1
2020-12-01 16:48:03,077,Worker_2: 1
2020-12-01 16:48:03,078,Worker_3: 0
2020-12-01 16:48:05,075,Worker_1: 1
2020-12-01 16:48:05,075,Worker_2: 0
2020-12-01 16:48:05,076,Worker_3: 0
2020-12-01 16:48:06,076,Worker_1: 0
2020-12-01 16:48:06,076,Worker_2: 0
2020-12-01 16:48:06,076,Worker_3: 0
2020-12-01 16:48:09,100,Worker_1: 0
2020-12-01 16:48:09,100,Worker_2: 1
2020-12-01 16:48:09,101,Worker_3: 0
2020-12-01 16:48:10,095,Worker_1: 0
2020-12-01 16:48:10,096,Worker_2: 0
2020-12-01 16:48:10,096,Worker_3: 0
