2020-12-01 16:47:24,952,0_Recevied
2020-12-01 16:47:26,960,0_M0
2020-12-01 16:47:27,960,1_Recevied
2020-12-01 16:47:30,967,0_R0
2020-12-01 16:47:30,970,0_R1
2020-12-01 16:47:30,978,1_M0
2020-12-01 16:47:30,980,1_M2
2020-12-01 16:47:31,977,1_M1
2020-12-01 16:47:32,975,2_Recevied
2020-12-01 16:47:33,997,2_M1
2020-12-01 16:47:35,981,1_R0
2020-12-01 16:47:36,987,2_M0
2020-12-01 16:47:37,989,3_Recevied
2020-12-01 16:47:39,994,2_R0
2020-12-01 16:47:40,002,2_R1
2020-12-01 16:47:42,011,3_M0
2020-12-01 16:47:43,001,4_Recevied
2020-12-01 16:47:44,014,3_R0
2020-12-01 16:47:44,024,4_M0
2020-12-01 16:47:47,026,4_M1
2020-12-01 16:47:48,015,5_Recevied
2020-12-01 16:47:49,039,5_M0
2020-12-01 16:47:49,044,5_M1
2020-12-01 16:47:50,024,6_Recevied
2020-12-01 16:47:50,035,4_R0
2020-12-01 16:47:51,049,6_M0
2020-12-01 16:47:52,047,5_R0
2020-12-01 16:47:54,038,6_M1
2020-12-01 16:47:55,037,7_Recevied
2020-12-01 16:47:57,050,6_R0
2020-12-01 16:47:58,056,7_M0
2020-12-01 16:47:59,049,8_Recevied
2020-12-01 16:48:00,063,8_M1
2020-12-01 16:48:01,078,8_M0
2020-12-01 16:48:02,061,9_Recevied
2020-12-01 16:48:03,066,7_R0
2020-12-01 16:48:03,075,7_R1
2020-12-01 16:48:05,074,8_R0
2020-12-01 16:48:06,075,9_M0
2020-12-01 16:48:09,098,9_R1
2020-12-01 16:48:10,094,9_R0
